ID,BSW14,CDT8,CG1,CM10561,CM10562,CM10563,CM11764,CM12785,CM12786,CM15246,CM16483,CM16495,CM21,CM2748,CM2794,CM2822,CM2980,CM2988,CM2991,CM3542,CM3543,CM3642,CM3643,CM3644,CM3651,CM3652,CM3660,CM3661,CM3662,CM3663,CM3713,CM3792,CM3793,CM3795,CM3877,CM6523,CM6539,CM6540,CM6541,CM6565,CM674,CM675,CM860,CM861,CM862,CM933,CM952,CM966,CM967,EA2,G13,G23,G27,G34,G41,J10471,J11098,J11443,J13235,J13244,J15870,J15888,J16158,J16458,J16535,J16543,J17400,J17401,J17402,J17403,J17406,J17407,J17410,J20265,J3716,J3810,J5030,J7727,JM100,JM108,JM11445,JM134,JM1420,JM14415,JM14417,JM14447,JM14448,JM14452,JM145,JM146,JM149,JM15025,JM15026,JM151,JM152,JM153,JM154,JM15445,JM155,JM156,JM157,JM158,JM1596,JM1597,JM1598,JM1600,JM1601,JM163,JM165,JM166,JM167,JM168,JM170,JM18590,JM187,JM188,JM1912,JM1913,JM19746,JM19749,JM19750,JM19751,JM19756,JM19758,JM200,JM205,JM20761,JM210,JM21268,JM21269,JM21271,JM213,JM21357,JM21530,JM21536,JM2205,JM24,JM2935,JM37,JM3944,JM4432,JM47,JM86,JM88,JM89,JM91,JM92,JM93,JM95,JM96,JM97,JM99
"Y LM4 External occipital protuberance, nuchal crest, midline",-10.09535599,-10.49276733,-10.14170685,-16.06380463,-14.97874298,-15.1510498,-9.915446472,-10.68391037,-12.4776886,-2.899976158,-10.02242584,-14.9053772,-15.65691986,-11.0879776,-11.68293076,-16.7039917,-16.31295929,-16.46494446,-15.20087585,-15.34714966,-8.28799057,-16.93556976,-16.15921021,-14.81179199,-10.43218384,-10.69609833,-8.923183441,-15.45446167,-10.25475693,-10.56661835,-16.23055878,-9.242971802,-6.958264923,-13.41040192,-10.21041794,-10.14726944,-9.765156555,-16.18157959,-11.24085312,-10.72934494,-16.54856262,-15.54599609,-15.67862549,-14.62583313,-9.674031067,-9.764669037,-11.31794739,-15.25127411,-16.37142639,-8.786206818,-9.753677368,-9.978939056,-10.10522308,-9.931735992,-10.47822113,-16.04589996,-17.36184387,-20.4697525,-27.07659912,-16.3126236,-17.69619904,-16.52158203,-11.56714478,-15.55015717,-17.10849304,-17.60123596,-12.00393143,-18.20477142,-11.30406799,-16.8569519,-10.35667725,-15.25437775,-20.13123779,-18.0887558,-8.946842194,-9.569136047,-10.72327881,-9.919567871,-20.60811005,-18.81605072,-20.29174194,-17.46630402,-17.45241089,-18.41794739,-17.40450439,-12.11066513,-11.88240662,-11.39467316,-20.19628906,-10.77688293,-18.54307709,-7.641374969,-9.990419769,-20.46060333,-14.91815033,-17.82850494,-19.89008179,-11.30347824,-17.485849,-17.99217224,-17.892836,-17.63383331,-17.45287933,-10.63415222,-10.4807045,-21.46361847,-10.24347839,-10.71237106,-17.68799591,-17.92595215,-17.33605347,-17.53318634,-17.45345764,-10.34138641,-17.2621994,-10.50166855,-17.91963043,-19.78403473,-11.57398453,-11.28185196,-13.46987305,-13.56253204,-11.00120468,-10.54111176,-18.3247879,-17.89073639,-11.24204407,-17.87895813,-10.89304047,-10.62714157,-9.990629578,-17.77410583,-9.580007935,-12.7574913,-11.35592728,-11.69084015,-21.31407776,-10.38274155,-15.73648682,-10.9501442,-10.87204819,-17.15292206,-17.92219543,-6.733578491,-20.29387207,-17.98852234,-18.39260101,-18.81406097,-17.86005554,-17.47456055,-17.64715424,-12.09916153
"Z LM4 External occipital protuberance, nuchal crest, midline",-22.03167114,-22.37964325,-20.83498077,-11.54908295,-11.94966583,-12.54654617,-14.01451874,-13.49899902,-11.78310089,-19.08724365,-14.00455933,-11.58740692,-11.2873291,-13.50028229,-12.44740753,-10.87367783,-10.21217957,-10.58804016,-12.97335052,-10.0985611,-14.94728699,-10.22094421,-10.61430588,-11.09078522,-12.36680222,-12.62070084,-13.06766052,-11.30740738,-13.06931152,-14.05294189,-10.20647202,-14.40033417,-24.38766479,-6.613840485,-14.89267731,-13.57160034,-14.47746124,-11.36014252,-12.08731232,-14.9152771,-10.75316544,-11.83535309,-11.4125885,-11.37608032,-14.04374542,-13.66277618,-13.57431335,-12.82996979,-10.97859726,-22.34238434,-21.34682007,-20.9236084,-21.17140656,-20.91694031,-20.83416595,-2.350183105,-9.829834747,-3.788502884,-7.838883972,-11.00719452,-8.269856262,-10.16343689,-22.12023163,-3.116576958,-10.2103363,-9.589421082,-19.8097229,-9.478070831,-19.8320816,-9.889598846,-20.19662781,-29.10860291,-2.981829453,-9.206510162,-23.17723846,-23.48672485,-19.91904297,-20.64980316,-4.170129013,-8.238224792,-3.92603035,-9.983086395,-8.52381897,-9.814221191,-10.50744553,-19.52328186,-21.03160706,-20.27458191,-5.075891876,-21.6903244,-9.764959717,-24.24706421,-22.12836304,-4.244521332,-3.914291,-9.415391541,-6.870427704,-20.21115417,-10.1814743,-9.629296112,-10.39601593,-9.746988678,-10.29061508,-10.00222397,-8.13460083,-2.012787819,-22.48543091,-22.48847351,-9.486672974,-10.58106384,-10.53311157,-9.117497253,-10.66794586,-20.99580383,-9.724467468,-9.391012573,-9.770246887,-4.780908585,-26.17186279,-19.98547821,-17.21009216,-6.809087372,-20.85620422,-19.97337341,-7.816997528,-10.4998909,-19.39553986,-9.655856323,-20.92352295,-20.56322937,-21.51746674,-9.914754486,-22.50656738,-23.64992828,-19.19443665,-20.12355042,-5.922583771,-11.18931046,-3.19214592,-21.24538727,-20.50745087,-10.30815353,-9.449541473,-27.48369446,-6.172169495,-8.96831131,-9.372823334,-8.199264526,-9.933913422,-10.46671448,-9.803436279,-20.07407684
"X LM5 Dorsal lip of foramen magnum, midline",-9.110803223,-7.65663681,-6.824449921,10.92453766,11.22348022,11.7009758,10.6212616,12.17573547,-15.07433929,-4.081346893,-16.72057037,12.28568878,12.34642792,-12.99963837,-15.22021027,12.95442657,11.14947586,12.45585098,13.40469055,13.83609772,11.32693634,4.136561203,13.41003265,11.51290283,10.95750275,10.37119293,-12.4647522,12.59445496,12.14762039,-17.69627991,14.15970001,9.382460022,-5.146915436,8.567682648,11.57061005,-13.70013885,10.73863449,13.35719147,10.68318024,12.50615845,12.21522217,11.51695862,12.48833847,12.29980392,8.289795685,11.12403641,-13.58612213,11.31342773,11.05664825,-9.366729736,-8.977392578,-7.290232849,-7.351624298,-7.885714722,-7.674262238,-5.077236938,9.862199402,-3.930528259,-4.593748856,8.585999298,8.607891846,7.174435425,-9.394739532,-7.782228851,10.05749359,8.149359131,-7.31608963,7.615576935,-8.248595428,7.048010254,-9.195952606,-20.04384003,-2.679892921,8.292214203,-8.377230072,-7.963289642,-8.208769989,-7.650795746,-2.499484253,9.071367645,-3.561112976,8.666172791,8.542035675,8.81778717,8.12773819,-9.570110321,-6.731032562,-6.700636292,-3.133390045,-9.195619965,8.642477417,-6.938037109,-7.303978729,-3.36788559,-6.199611664,7.660650635,-5.777919769,-7.0466362,6.804798889,8.148961639,7.757086182,9.806931305,7.457817841,-13.28393402,12.51180725,-4.178557968,-7.824762726,-5.474789429,7.623223877,7.691558838,8.6798172,6.244638443,9.457687378,-8.403155518,8.163388824,13.29300385,7.50253067,-3.827402878,-7.464550018,-10.30320358,-9.317589569,17.44595795,-9.277246857,-6.554330444,6.792749023,7.675352478,-8.395681,9.360022736,-9.123705292,-9.462182617,-6.517245483,9.317481995,-6.571466064,-7.725964355,-7.12996521,-7.0808815,-5.078726959,10.33570251,-5.784846115,-7.672505951,-8.16301651,7.842662048,8.341146088,-6.24361496,-2.131057549,7.307763672,6.843707275,8.113500977,9.208304596,6.023412323,8.997458649,-7.535962677
"Y LM5 Dorsal lip of foramen magnum, midline",-7.335264587,-7.986686707,-8.128947449,-14.84946594,-13.5124176,-14.00578766,-7.602449036,-8.017031097,-10.69750671,-4.519953156,-8.115468597,-13.29499512,-14.46709747,-9.146622467,-9.857782745,-15.43194885,-14.70100403,-14.90561829,-13.81337585,-13.1385498,-5.739125061,-16.66624756,-15.0510437,-13.74734192,-8.275231934,-8.641145325,-10.3837471,-14.05437622,-7.570889282,-8.071746063,-13.83863068,-6.897518158,-3.722919846,-15.46260986,-7.504124451,-8.24358139,-7.267258453,-14.77439423,-8.884320068,-8.068508911,-14.62887573,-14.04763794,-14.16150055,-13.36483459,-7.558940887,-7.51228714,-9.126076508,-13.71437683,-15.01169739,-6.222237778,-7.48955307,-7.400179291,-7.731504059,-7.438382721,-7.819358826,-18.48356171,-16.03113708,-19.22610626,-26.10626526,-15.36414337,-16.10574493,-14.74832764,-8.92514801,-18.35266113,-15.70715942,-16.35658264,-9.467397308,-17.07223053,-9.13859024,-15.38035431,-7.975775909,-12.84903259,-18.34031525,-16.52486572,-6.267504501,-7.377976227,-8.36925354,-7.864759064,-19.30984955,-17.07837219,-18.61384583,-15.9157486,-15.97580719,-17.53778381,-15.85037689,-9.386585999,-9.33768158,-8.17223587,-19.04167023,-8.096933746,-17.34151611,-6.67184906,-7.705646515,-19.1343399,-17.6620163,-16.4859375,-18.40841675,-9.159431458,-15.97278442,-16.7588913,-16.48370819,-16.52245026,-16.04419556,-10.88877945,-11.87604294,-19.60557098,-7.795343781,-6.901662445,-16.11929932,-16.56282959,-15.683992,-16.09673615,-15.84029388,-7.413973999,-16.21306,-11.42540054,-17.06582794,-18.35353394,-7.841105652,-8.409089661,-11.50494308,-17.49812164,-8.119736481,-8.781685638,-16.91084137,-16.61471405,-8.867414856,-16.76578369,-7.789835358,-8.175046539,-7.856359863,-16.35594025,-7.241194916,-10.20393677,-9.393273163,-9.768756866,-19.92862549,-11.00192947,-18.48971252,-8.262702942,-8.489745331,-15.99831696,-16.54640961,-2.910565376,-19.07879181,-16.33512421,-17.10647583,-17.19890137,-16.60764771,-15.96107178,-16.07498169,-9.351649475
"Z LM5 Dorsal lip of foramen magnum, midline",-20.34656982,-20.71056061,-18.91546021,-8.386332703,-9.214161682,-9.972769165,-12.71627731,-12.49322662,-10.36167221,-22.74049072,-12.87600861,-8.746009064,-8.876366425,-12.44157257,-11.19369659,-7.650761414,-7.807848358,-7.903810883,-10.35212402,-7.873823547,-12.78686752,-7.095703125,-7.282072449,-8.680036163,-10.64471436,-11.11511612,-15.97616577,-8.407176208,-11.22735748,-12.53593903,-7.360176849,-12.90231323,-23.9354538,-7.840735626,-13.88669128,-12.53524017,-12.77428818,-8.227424622,-10.43462906,-13.4074707,-7.908603668,-8.567048645,-8.178369904,-8.610208893,-12.83448029,-12.2519455,-12.1421463,-9.987366486,-8.310375977,-20.68079529,-19.41496429,-19.3235733,-19.56378937,-19.0635788,-18.82981262,-1.709386253,-6.560469818,-0.833340263,-5.202788544,-8.026290131,-6.169957352,-7.647802734,-20.49122162,-2.717239571,-7.458862305,-6.10116272,-17.83145905,-6.030955124,-18.23253021,-6.977759552,-18.58147583,-26.97956848,-0.266650176,-5.471840286,-21.48690186,-22.11828766,-18.07075958,-19.22148285,-0.967523956,-4.452824783,-0.566724253,-6.681865692,-5.324903107,-6.008372498,-6.761851501,-17.58350067,-19.21218872,-18.11839142,-1.966504478,-19.93124084,-6.513922882,-21.86585236,-20.53820801,-0.762629509,-3.273274231,-6.472653961,-3.169122314,-18.34373322,-7.455764008,-6.031539917,-6.203271484,-6.158932114,-6.989783478,-13.09121246,-11.67547226,1.885184669,-20.71429291,-22.79623718,-6.647454071,-7.041161346,-7.317074585,-5.687504959,-7.035991669,-19.1157608,-7.000735474,-12.22422714,-6.465701294,-1.5457654,-24.94067383,-18.03310394,-18.39898071,-5.49568367,-18.60166626,-18.49298096,-5.144665527,-7.30852356,-17.13929443,-6.53621521,-18.96966095,-18.97886353,-20.04084778,-6.29332695,-20.91895447,-21.73211365,-17.34821625,-18.42645264,-1.8874897,-14.36782837,-2.502694702,-19.00338287,-19.06190186,-7.066008759,-6.489065552,-27.80177307,-2.897421265,-6.082800674,-5.429369354,-4.905325699,-6.226456833,-7.020888519,-6.467300415,-18.14075165
"X LM6 Ventral lip of foramen magnum, midline",-6.640558624,-5.126777267,-3.57199173,9.213313293,9.657034302,10.34046326,8.216295624,9.083436584,-12.6837471,-1.039059734,-14.39260406,10.55655899,10.57804031,-10.62298431,-12.65247803,11.08743362,9.423113251,10.83730164,11.59043961,12.45039978,8.558361816,1.004700184,11.20796051,9.515473175,8.204389954,7.587384033,-7.986456299,10.06123581,8.872180176,-14.85170898,11.85020676,6.561318207,-2.975999832,9.020993805,8.733837128,-10.86494827,8.006034851,11.38105698,7.64875946,9.941577148,10.38069839,9.582293701,10.72134094,9.881491852,5.262828445,8.034106445,-11.01875992,9.178126526,9.411591339,-6.794163513,-5.991843414,-4.708336258,-4.611452103,-5.323894119,-5.10797348,-2.287865829,9.501361847,-4.041025925,-1.275547791,8.127928925,8.237709045,7.000373077,-7.210046387,-4.27098732,9.434976196,7.871801758,-4.683271408,7.319784546,-5.770460129,7.018767548,-6.188593674,-16.88144989,-3.208170319,8.00763092,-5.806487656,-5.829989243,-5.500753021,-4.981998062,-2.944378853,8.839240265,-3.548946762,8.429376221,8.365275574,8.486980438,7.999223328,-6.873525238,-4.778134155,-3.934499741,-3.285599899,-6.179896927,8.288230896,-4.546956635,-4.602536774,-3.510944748,-2.806693077,7.389818573,-5.853337097,-4.058029175,7.068864441,7.850458527,7.57013092,9.228842163,7.407661438,-10.23078842,9.79772644,-4.096218109,-4.842200851,-5.21480751,7.544314575,7.456136322,8.412030792,6.750747681,8.956417084,-4.910096741,8.079346466,9.843496704,7.39943924,-3.832555389,-4.846773148,-8.23270874,-7.741040039,14.29911346,-6.820597076,-3.508189011,6.739086914,7.359883881,-5.758917618,9.03452301,-6.811801147,-6.789523315,-3.816802216,8.749732971,-3.945096207,-5.522017288,-4.534402847,-4.69618721,-4.431052017,7.161801147,-2.691106415,-5.267250824,-5.133712387,7.522771454,8.073838806,-6.194721985,-2.39133091,7.288134766,6.739855194,7.788426208,8.855961609,5.848536301,8.461653137,-5.050642776
"Y LM6 Ventral lip of foramen magnum, midline",-3.699326706,-4.409486008,-4.235161591,-10.18397446,-9.202675629,-9.481674194,-4.010715866,-4.333914566,-6.355947876,-8.532331848,-4.36831398,-8.776875305,-9.578411102,-5.365696335,-5.931984711,-10.42150269,-10.06320267,-10.14698639,-9.23841095,-8.287802124,-3.022714043,-12.46899338,-10.24691925,-8.971082306,-4.752546692,-4.622108459,-11.62547073,-9.285706329,-4.107655334,-4.488479233,-9.749120331,-3.397089767,-1.492582035,-15.39231415,-4.291291809,-4.809565353,-3.945118713,-10.19757996,-5.459817123,-4.029423904,-10.05729828,-9.370251465,-9.615414429,-8.883070374,-3.955129242,-4.310239029,-5.438799286,-9.002064514,-10.06400528,-2.919462013,-4.057675171,-4.266679382,-4.15303688,-4.26002655,-4.403279114,-19.14835205,-11.13108597,-13.87343597,-21.94499207,-9.812083435,-10.97114182,-9.794632721,-4.809518433,-19.80088196,-10.39152298,-10.90230331,-5.603542328,-11.79988785,-5.388019562,-10.07546005,-4.090196609,-10.35851364,-13.53711243,-11.22063675,-3.064170837,-3.477430725,-4.773928833,-4.347724152,-13.89257965,-12.05355911,-13.81976166,-10.97240372,-11.41005402,-12.14256668,-10.73670731,-5.101164246,-5.244205093,-5.048868942,-13.5329361,-4.561084366,-11.77446365,-4.524268723,-3.974791718,-13.74050903,-18.84372253,-11.19389343,-13.36034241,-5.213766479,-10.67784119,-11.58226089,-11.33517914,-11.42280731,-10.66740494,-11.14431,-13.0995224,-14.69458313,-3.803576279,-4.09107666,-11.00269775,-11.40016403,-10.64734497,-10.79033508,-10.76376266,-4.141744995,-11.00057983,-12.53961258,-11.29731598,-13.11875458,-4.440555573,-4.707601929,-7.196192169,-20.9050766,-4.569091797,-4.612342072,-11.58145142,-11.3639473,-5.396149063,-11.51762238,-4.542862701,-4.281919479,-4.042934036,-11.11121063,-3.662651062,-6.809981537,-5.717018127,-5.52835083,-14.88327026,-11.18889313,-19.09197998,-4.566894913,-4.835845184,-11.00278778,-11.30196457,-0.40493679,-13.69544067,-11.41016159,-11.89930649,-11.84940872,-11.49101181,-10.64807739,-10.89327698,-5.549503708
"Z LM6 Ventral lip of foramen magnum, midline",-18.00679779,-18.23918304,-16.83348389,-7.542580414,-8.312160492,-8.730995941,-10.43016663,-10.74106903,-8.285106659,-23.23118896,-10.59492264,-7.981050873,-7.515497589,-9.926358032,-8.711123657,-6.867942047,-7.075579071,-7.058906555,-9.268735504,-8.098154449,-9.362317657,-6.263978577,-6.583429718,-7.899021149,-8.537415314,-8.900944519,-18.58892365,-7.131557465,-8.824765778,-10.33908539,-7.245918274,-10.63086395,-20.14208527,-12.91473083,-11.85215149,-10.01652603,-10.46351852,-6.724006653,-8.098294067,-10.68747482,-7.188543701,-8.050296021,-7.270788574,-7.625183868,-10.39261246,-9.698679352,-9.762239075,-9.065570068,-7.340874481,-18.74322968,-17.35440826,-17.68598022,-17.74452667,-17.18027496,-16.87378998,-5.96832428,-6.431547546,-0.838398457,-5.987831497,-8.228652954,-6.152285385,-8.287036133,-18.14363708,-6.277845764,-7.848412323,-6.471600342,-16.21660004,-5.67420311,-15.98747253,-7.591098785,-16.54259338,-23.59828033,-0.644685125,-5.158303452,-19.30806732,-19.49365692,-16.42456818,-17.00648499,-1.038239288,-4.313811493,-0.69032464,-6.795204163,-5.520540619,-5.181910324,-6.870806885,-15.552034,-16.95315094,-16.60403748,-2.097272491,-17.58899841,-6.27268486,-18.12183228,-18.09045258,-0.624075222,-7.04384079,-6.366302872,-2.636206627,-16.56958771,-7.336727142,-5.925830841,-6.357447052,-5.679499054,-7.041040039,-17.28135834,-15.29470062,1.229940987,-18.47254486,-18.50500946,-6.458040619,-6.871691132,-7.85123291,-5.633534241,-6.829750061,-16.9797699,-6.780760956,-15.77124786,-5.731394958,-1.306306648,-23.27149811,-16.05950317,-20.53905945,-4.664128876,-16.58551331,-16.5574585,-5.63176384,-7.072273254,-15.50462646,-6.274559784,-17.00787964,-16.90221863,-17.86480865,-6.746164703,-18.42153625,-20.30636444,-15.50361786,-16.29753265,-1.933047485,-17.89860992,-6.7283638,-16.95669098,-17.12705841,-6.642918396,-6.518856812,-23.20105133,-2.738047409,-6.152283096,-5.171914291,-4.492401123,-6.002813721,-7.434991455,-6.431175995,-16.38080597
X LM7 Midline point on the concave transition between the occipital condyle and the basioccipital,-5.987795639,-4.394044113,-2.943258667,8.92390213,9.300440216,10.10491333,7.547405243,8.611907196,-12.24173279,-0.764151812,-13.79049683,10.30567703,10.20975647,-10.14913635,-12.234832,10.64898224,8.964824677,10.28900909,11.20947037,11.9974472,7.988892365,0.846773338,11.02881927,9.081170654,7.633811188,7.069342804,-7.610368347,9.523397064,8.228499603,-14.40714111,11.542556,6.029037094,-2.733790016,8.599475098,8.181048584,-10.49167709,7.420558929,10.80053864,7.01761322,9.208164215,9.848391724,9.145639038,10.20259094,9.536047363,4.797108078,7.583260345,-10.62701263,8.959150696,8.966174316,-6.242121124,-5.532371521,-4.012501526,-3.944662094,-4.64778862,-4.588077927,-2.489248466,9.461369324,-3.980395889,-1.333950233,8.07036972,8.159854126,6.950132751,-6.584648132,-4.362902451,9.40326004,7.816806793,-4.260545349,7.307546997,-4.924265671,6.992610931,-5.679234695,-16.48850861,-3.150310326,7.985729218,-5.262443161,-5.373477173,-5.089883804,-4.559459305,-2.923552132,8.787905884,-3.504850006,8.304563904,8.312759399,8.421591187,7.95185318,-6.365178299,-4.202555847,-3.181874657,-3.286096573,-5.796368027,8.26887207,-3.862683105,-3.982624435,-3.532472992,-2.924642944,7.345843506,-5.852537537,-3.503767014,7.079249573,7.828972626,7.516394043,9.111525726,7.370624542,-9.747330475,9.303224182,-4.090962219,-4.283761215,-5.228487396,7.44345932,7.450128174,8.38580246,6.672194672,8.881007385,-4.49011116,8.074588013,9.397038269,7.36812973,-3.853448868,-4.135388947,-7.648461914,-7.281439972,13.58734436,-6.3324646,-3.053551292,6.698207855,7.299945831,-5.106886673,8.980173492,-6.062733078,-6.289343643,-3.250172424,8.660520172,-3.343894196,-4.798945618,-3.814417267,-4.340910339,-4.420355988,6.603800201,-2.847479439,-4.871706009,-4.615195084,7.483282471,8.060853577,-6.217564392,-2.4076231,7.286766815,6.703324127,7.732231903,8.802783203,5.828960037,8.39588623,-4.47086792
Y LM7 Midline point on the concave transition between the occipital condyle and the basioccipital,-3.786594391,-4.568389511,-4.345107269,-10.07908325,-9.050556946,-9.385427856,-4.281909561,-4.513921356,-6.539498138,-8.570332336,-4.486790466,-8.71392746,-9.489595795,-5.424541473,-6.00451622,-10.27725525,-9.934086609,-10.05943604,-9.123511505,-8.269818878,-3.222634506,-12.24080658,-10.20354538,-8.865461731,-4.791503525,-4.748871231,-11.50772629,-9.165091705,-4.283539581,-4.556797028,-9.742487335,-3.61534462,-1.697915077,-15.11032257,-4.516540527,-4.843226242,-4.08609581,-10.10894623,-5.616963196,-4.122708893,-9.883950043,-9.313916779,-9.460337067,-8.778398895,-4.077239609,-4.43338356,-5.488512039,-8.965302277,-9.940643311,-3.03306694,-4.185522842,-4.370915222,-4.306384659,-4.358274841,-4.489340973,-18.78944092,-10.97514114,-13.75432434,-21.84815826,-9.746757507,-10.90321274,-9.7202034,-4.942009735,-19.46640625,-10.26966705,-10.85153885,-5.623902512,-11.58885498,-5.473044968,-9.966842651,-4.255328751,-10.49427338,-13.358284,-11.07502899,-3.197463989,-3.554762268,-4.859491348,-4.495019531,-13.8488205,-11.89536972,-13.69983063,-10.80497742,-11.23506393,-11.9558876,-10.65039291,-5.247106552,-5.323195267,-5.385023117,-13.41200104,-4.666140366,-11.61026154,-4.579631424,-4.093351746,-13.61185455,-18.53401947,-11.09135056,-13.21794281,-5.282781982,-10.51604691,-11.45638275,-11.16968231,-11.29754944,-10.56794891,-11.13516464,-13.04399719,-14.62139893,-3.927973557,-4.506052399,-10.86846237,-11.21071777,-10.48561172,-10.70407944,-10.67905731,-4.278905487,-10.8612175,-12.43378448,-11.19959335,-13.02370911,-4.633601379,-4.799544144,-7.169983673,-20.5181015,-4.716045761,-4.693320847,-11.50634995,-11.28097687,-5.44418869,-11.30114517,-4.491125488,-4.284283447,-4.10922966,-11.02199783,-3.810121155,-6.831972504,-5.838064194,-5.589021301,-14.71876984,-11.10595398,-18.64325562,-4.634054184,-4.979121399,-10.93045349,-11.08822861,-0.83995285,-13.59051056,-11.29733505,-11.76439362,-11.68140564,-11.26261292,-10.50044556,-10.78444519,-5.601684189
Z LM7 Midline point on the concave transition between the occipital condyle and the basioccipital,-18.09755554,-18.3539856,-17.11893311,-7.844739532,-8.692523956,-8.954391479,-10.50859528,-10.7739296,-8.423796082,-22.8677597,-10.66835251,-8.241734314,-7.941944885,-9.939691925,-8.794916534,-7.29985199,-7.592004395,-7.605339813,-9.637029266,-8.499144745,-9.420743561,-6.717158508,-6.773542786,-8.357167816,-8.638199615,-8.990628052,-18.34629669,-7.699279785,-8.905110931,-10.38289719,-7.583782959,-10.74481049,-19.93216553,-13.01774902,-11.82486954,-10.04009781,-10.57813644,-7.340944672,-8.27906189,-10.68326645,-7.744641113,-8.575653076,-7.837021637,-7.958563232,-10.44764252,-9.762893677,-9.79122467,-9.310722351,-7.823377228,-18.89186859,-17.52579956,-17.80907593,-17.9269455,-17.35541382,-17.0079361,-6.384710312,-6.827863312,-1.443923283,-6.383333206,-8.637650299,-6.727924347,-8.681977081,-18.23255615,-6.581143188,-8.254691315,-6.932494354,-16.37464447,-6.301185608,-16.26695404,-7.973973846,-16.65917053,-23.66141205,-1.449787903,-5.670526886,-19.42002869,-19.52635498,-16.5255661,-17.0933197,-1.587410641,-5.090737152,-1.265686703,-7.662848663,-6.176206589,-6.000997543,-7.277302551,-15.73869476,-17.09531555,-16.91091766,-2.459465408,-17.66244965,-6.851478577,-18.29350281,-18.19780884,-1.022641087,-7.475860596,-6.786651611,-3.186041832,-16.78035431,-7.919667816,-6.323632431,-7.043078613,-6.37432518,-7.417197418,-17.10634918,-15.18156433,0.935291862,-18.59871368,-18.10386505,-7.107700348,-7.350117493,-8.139711761,-6.216773987,-7.359732056,-17.0558075,-7.236249542,-15.49231415,-6.182423401,-1.890315056,-23.26563873,-16.20394745,-20.53596954,-4.773465347,-16.7690979,-16.70049438,-6.006299973,-7.632203674,-15.72407379,-6.765453339,-17.05597229,-16.98356171,-17.9734314,-7.234495544,-18.49567566,-20.54611664,-15.76840363,-16.414711,-2.26149025,-17.76539612,-7.094212341,-17.03702087,-17.23589478,-7.157364655,-7.037059784,-22.78709412,-3.020020866,-6.620999908,-5.683800507,-5.044432831,-6.723758698,-8.160241699,-6.886119843,-16.48477325
"X LM8 Palatine, posterior, midline",5.664131927,6.777979279,7.155645752,1.005934143,2.324755669,1.971977997,-2.663684464,-1.252545929,-1.570611095,6.305427933,-4.24927063,2.253664589,2.799697685,-0.298078418,-2.226743507,3.259702301,2.257723236,2.415938187,3.204854965,3.457165527,-3.269306183,-2.27634716,4.543798447,2.556379128,-2.191218185,-3.439918518,1.116997719,1.944052315,-1.597264481,-3.971115112,3.045635223,-3.410580826,4.256486893,1.232279587,-0.943007946,-0.495109415,-2.634660912,3.090658188,-2.821084023,-0.910828495,2.626009941,2.324328041,2.949427414,1.738167953,-4.806037521,-1.576812649,-0.766933155,2.064880943,2.090898323,4.26190567,4.93841362,5.456076813,6.362695313,6.003759384,5.839099121,-4.615011215,7.932601929,-3.432172012,-1.080588818,6.613611603,6.37587471,5.821403122,4.692123413,-3.78238678,7.971430206,6.34839859,7.407676697,6.840420532,5.856903458,6.257811356,5.370956039,-5.277355957,-3.007018471,7.309106445,6.249114227,6.774287415,5.764260101,6.067901993,-3.593161774,7.399034119,-3.425300598,6.81964035,6.893719482,6.805511475,6.971807098,6.503820038,8.120709229,7.77024765,-3.619341278,5.920667648,7.695451355,6.595745087,7.156765747,-3.715854645,-3.610118484,5.998993683,-5.848036575,6.337123871,7.235894775,7.053536987,6.438368988,6.547678375,6.216108322,1.970357513,-3.68682251,-3.821996689,7.086183167,-4.719113922,6.046821213,7.028175354,7.354361725,6.058135605,7.111100006,6.122941208,8.314019775,-1.501670456,6.683812714,-4.920310211,8.002814484,4.535900116,3.879780197,2.260494041,5.592834854,6.894777679,6.033393097,6.214525604,4.376407623,7.654908752,5.807029724,5.90330925,7.194090271,6.75394516,6.775826263,5.326926422,6.184066772,6.377427673,-4.178686142,-3.19066658,-4.034725189,7.014366913,5.383755493,6.593593597,7.230789948,-6.551994324,-2.950158501,7.162199402,5.997005463,6.642214966,7.948119354,4.921260071,7.076231384,6.55042572
